,Наименование,Год,Регистрационный номер,"Возраст компании, лет",Дата ликвидации,Вид деятельности/отрасль,Форма собственности,Важная информация,"Коэффициент быстрой ликвидности, %","Коэффициент обеспеченности собственными оборотными средствами, %","Коэффициент оборачиваемости совокупных активов, %","Коэффициент текущей ликвидности, %","Оборачиваемость дебиторской задолженности, разы","Оборачиваемость кредиторской задолженности, разы","Рентабельность активов (ROA), %","Рентабельность капитала (ROE), %","Рентабельность продаж, %","Соотношение совокупного долга к капиталу, %",next_year_liqudation
14772,"УНИВЕРСАЛЬНЫЙ АЛЬЯНС, АО",2017,1047796713920.0,21.0,2022,Транспортная обработка грузов,16 - Частная собственность,Ликвидировано вследствие банкротства (02.08.2022).,0.7063,-0.0458,2.7331,1.4379,5.7,5.0,0.0062,0.107,0.0129,4.4933,0
14773,"УНИВЕРСАЛЬНЫЙ АЛЬЯНС, АО",2018,1047796713920.0,21.0,2022,Транспортная обработка грузов,16 - Частная собственность,Ликвидировано вследствие банкротства (02.08.2022).,1.1896,-0.0404,2.3194,1.3595,4.5,6.3,-0.0356,-0.4224,-0.0028,9.6147,0
14774,"УНИВЕРСАЛЬНЫЙ АЛЬЯНС, АО",2019,1047796713920.0,21.0,2022,Транспортная обработка грузов,16 - Частная собственность,Ликвидировано вследствие банкротства (02.08.2022).,0.8761,-0.0874,0.7264,1.2513,1.0,2.0,-0.0616,-1.863,-0.0313,265.0638,0
14775,"УНИВЕРСАЛЬНЫЙ АЛЬЯНС, АО",2020,1047796713920.0,21.0,2022,Транспортная обработка грузов,16 - Частная собственность,Ликвидировано вследствие банкротства (02.08.2022).,1.1795,-0.1386,0.1355,1.2033,0.2,0.3,-0.0372,2.2869,-0.3555,-17.2755,0
14776,"УНИВЕРСАЛЬНЫЙ АЛЬЯНС, АО",2021,1047796713920.0,21.0,2022,Транспортная обработка грузов,16 - Частная собственность,Ликвидировано вследствие банкротства (02.08.2022).,0.4215,-2.3327,0.0671,0.4215,0.1,0.1,-0.7114,1.7524,-0.5988,-1.0748,1
4844,"ИНВЭНТ, ООО",2017,1051622004170.0,20.0,2022,Деятельность по управлению холдинг-компаниями,16 - Частная собственность,Ликвидировано вследствие банкротства (12.12.2022).,2.4993,-0.0695,0.116,2.5037,0.3,0.3,-0.0178,-0.0395,-0.4243,0.3838,0
4845,"ИНВЭНТ, ООО",2018,1051622004170.0,20.0,2022,Деятельность по управлению холдинг-компаниями,16 - Частная собственность,Ликвидировано вследствие банкротства (12.12.2022).,5.912,0.2403,0.0209,5.9157,0.1,0.4,-0.041,-0.0517,-2.6399,0.1956,0
4846,"ИНВЭНТ, ООО",2019,1051622004170.0,20.0,2022,Деятельность по управлению холдинг-компаниями,16 - Частная собственность,Ликвидировано вследствие банкротства (12.12.2022).,0.263,-42.0505,0.0264,0.2662,0.2,0.8,-0.8301,-1.1259,-1.8646,0.7087,0
4847,"ИНВЭНТ, ООО",2020,1051622004170.0,20.0,2022,Деятельность по управлению холдинг-компаниями,16 - Частная собственность,Ликвидировано вследствие банкротства (12.12.2022).,0.4877,-12.5731,0.0209,0.4896,1.2,0.6,-0.0115,-0.0206,-1.3128,0.7253,0
4848,"ИНВЭНТ, ООО",2021,1051622004170.0,20.0,2022,Деятельность по управлению холдинг-компаниями,16 - Частная собственность,Ликвидировано вследствие банкротства (12.12.2022).,2.987,-1.9001,0.0065,2.987,0.1,0.2,-0.1218,-0.2286,-2.3267,0.9152,1
9836,"РАЗРЕЗ КУЗНЕЦКИЙ, ООО",2017,1054202003954.0,20.0,2022,Добыча антрацита открытым способом,16 - Частная собственность,Ликвидировано вследствие банкротства (29.09.2022).,0.92,-0.0117,2.2052,0.9986,3.3,2.3,-0.0482,-7.1851,0.0764,-1.3733,0
9837,"РАЗРЕЗ КУЗНЕЦКИЙ, ООО",2018,1054202003954.0,20.0,2022,Добыча антрацита открытым способом,16 - Частная собственность,Ликвидировано вследствие банкротства (29.09.2022).,1.1825,0.0369,1.1126,1.1825,1.3,1.1,0.0275,-3.5921,0.0635,4.8018,0
9838,"РАЗРЕЗ КУЗНЕЦКИЙ, ООО",2019,1054202003954.0,20.0,2022,Добыча антрацита открытым способом,16 - Частная собственность,Ликвидировано вследствие банкротства (29.09.2022).,1.0444,-0.0678,0.0353,1.0444,,,-0.0872,-6.1111,-0.7747,-2.4796,0
9839,"РАЗРЕЗ КУЗНЕЦКИЙ, ООО",2020,1054202003954.0,20.0,2022,Добыча антрацита открытым способом,16 - Частная собственность,Ликвидировано вследствие банкротства (29.09.2022).,0.8658,-0.3553,,0.8658,,,-0.1691,0.9868,,-0.8936,0
9840,"РАЗРЕЗ КУЗНЕЦКИЙ, ООО",2021,1054202003954.0,20.0,2022,Добыча антрацита открытым способом,16 - Частная собственность,Ликвидировано вследствие банкротства (29.09.2022).,0.7696,-0.5279,,0.7696,,,-0.1146,0.2628,,-0.686,1
5525,"КИРОВСКИЙ МЕЛЬКОМБИНАТ, ООО",2017,1054316897282.0,20.0,2022,Производство муки из зерновых культур,16 - Частная собственность,Ликвидировано вследствие банкротства (07.12.2022).,0.6391,-0.333,2.3688,0.7502,3.7,9.4,-0.0297,-0.7456,0.049,25.0551,0
5526,"КИРОВСКИЙ МЕЛЬКОМБИНАТ, ООО",2018,1054316897282.0,20.0,2022,Производство муки из зерновых культур,16 - Частная собственность,Ликвидировано вследствие банкротства (07.12.2022).,0.2632,-2.5089,2.6795,0.285,4.5,7.2,-0.6436,2.2869,-0.0126,-1.3429,0
5527,"КИРОВСКИЙ МЕЛЬКОМБИНАТ, ООО",2019,1054316897282.0,20.0,2022,Производство муки из зерновых культур,16 - Частная собственность,Ликвидировано вследствие банкротства (07.12.2022).,0.7389,-0.3533,0.0111,0.7389,,0.1,-0.0833,0.0996,-6.5867,-3.9132,0
5528,"КИРОВСКИЙ МЕЛЬКОМБИНАТ, ООО",2020,1054316897282.0,20.0,2022,Производство муки из зерновых культур,16 - Частная собственность,Ликвидировано вследствие банкротства (07.12.2022).,0.7204,-0.3882,0.0002,0.7204,,,-0.0627,0.1828,-33.05,-3.2348,0
5529,"КИРОВСКИЙ МЕЛЬКОМБИНАТ, ООО",2021,1054316897282.0,20.0,2022,Производство муки из зерновых культур,16 - Частная собственность,Ликвидировано вследствие банкротства (07.12.2022).,0.6976,-0.4336,,0.6976,,,-0.0135,0.0329,,-2.9806,1
3349,"ДАРГЕЗ-РТИЩЕВО, ООО",2017,1056404608193.0,24.0,2022,"Производство готовых текстильных изделий, кроме одежды",16 - Частная собственность,Ликвидировано вследствие банкротства (28.12.2022).,0.7816,-0.112,0.5757,0.8993,0.7,0.5,0.0017,-0.0168,-0.0335,0.0,0
3350,"ДАРГЕЗ-РТИЩЕВО, ООО",2018,1056404608193.0,24.0,2022,"Производство готовых текстильных изделий, кроме одежды",16 - Частная собственность,Ликвидировано вследствие банкротства (28.12.2022).,0.78,-0.1567,0.3175,0.8645,0.4,0.3,-0.0368,0.3768,-0.1451,,0
3351,"ДАРГЕЗ-РТИЩЕВО, ООО",2019,1056404608193.0,24.0,2022,"Производство готовых текстильных изделий, кроме одежды",16 - Частная собственность,Ликвидировано вследствие банкротства (28.12.2022).,0.7888,-0.2344,0.0521,0.8101,0.1,,-0.0584,0.3954,-0.9088,-0.0182,0
3352,"ДАРГЕЗ-РТИЩЕВО, ООО",2020,1056404608193.0,24.0,2022,"Производство готовых текстильных изделий, кроме одежды",16 - Частная собственность,Ликвидировано вследствие банкротства (28.12.2022).,0.0033,-36.3508,0.0001,0.0322,,,-0.501,0.9274,-1050.7143,-0.0067,0
