№;Регистрационный номер;Дата регистрации;Возраст компании, лет;Дата ликвидации;Организационно-правовая форма;Форма собственности;2020, Среднесписочная численность работников;2021, Среднесписочная численность работников;2022, Среднесписочная численность работников;2023, Среднесписочная численность работников;2024, Среднесписочная численность работников;Важная информация;Реестры СПАРКа;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2024, Доходы, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2022, Активы  всего, RUB;2023, Активы  всего, RUB;2024, Активы  всего, RUB;2020, Совокупный долг, RUB;2021, Совокупный долг, RUB;2022, Совокупный долг, RUB;2023, Совокупный долг, RUB;2024, Совокупный долг, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2024, Выручка, RUB;2024, Чистая прибыль (убыток), RUB
569;1207300000236;14.01.2020;5;14.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;63;62;57;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (14.05.2025).;;67 568 000;90 028 000;;;;6 685 000;7 851 000;;;;6 461 000;7 576 000;;;;67 568 000;90 028 000;;;;
570;1156658069920;28.09.2015;10;20.07.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;46;26;;;;Ликвидировано (20.07.2022).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";59 797 000;46 900 000;;;;12 555 000;1 937 000;;;;11 737 000;411 000;;;;54 051 000;38 153 000;;;;
571;1131651000854;03.04.2013;12;09.11.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;32;25;;;;Ликвидировано вследствие банкротства (09.11.2022).;;62 928 000;88 401 000;;;;377 455 000;370 476 000;;;;110 314 000;114 928 000;;;;59 306 000;86 646 000;;;;
572;1146318004140;10.06.2014;11;10.09.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;65;48;;2;1;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (10.09.2025).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";71 856 000;61 922 000;1 708 000;;0;5 872 000;18 727 000;356 000;;7 000;12 958 000;25 538 000;6 866 000;;81 000;71 856 000;55 817 000;1 708 000;;;-17 000
573;1101840004640;17.08.2010;15;09.11.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;78;148;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (09.11.2023).;"""Реестр операторов, осуществляющих обработку персональных данных""";38 981 000;45 640 000;;;;56 569 000;40 673 000;;;;43 731 000;38 248 000;;;;38 482 000;43 061 000;;;;
574;1165835073315;30.12.2016;8;16.09.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;188;47;1;;;Ликвидировано (16.09.2025).;;5 361 485 000;1 790 321 000;0;0;3 769 000;1 285 963 000;463 838 000;352 161 000;222 949 000;192 494 000;1 246 802 000;424 297 000;312 643 000;183 505 000;149 715 000;5 353 951 000;1 766 491 000;;;;3 335 000
575;1160280089155;06.06.2016;9;24.01.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;33;28;23;20;15;Ликвидировано (24.01.2025).;;85 165 000;76 028 000;81 161 000;70 908 000;;9 026 000;9 876 000;11 717 000;12 657 000;;8 143 000;8 992 000;10 828 000;11 760 000;;84 671 000;75 444 000;80 681 000;70 428 000;;
576;1216500004566;07.10.2021;4;30.09.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;;21;31;45;Прекратило деятельность при присоединении (30.09.2025).;;;;124 302 000;176 794 000;255 084 000;;;110 667 000;162 002 000;123 313 000;;;105 656 000;157 848 000;107 949 000;;;120 517 000;152 622 000;237 850 000;11 210 000
577;1191326002867;26.04.2019;6;06.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;19;22;17;14;6;Ликвидировано (06.06.2025).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";86 520 000;68 928 000;38 661 000;31 464 000;13 699 000;22 530 000;10 565 000;10 778 000;9 918 000;475 000;14 510 000;2 956 000;2 027 000;857 000;;86 056 000;68 847 000;38 210 000;31 461 000;13 692 000;-4 404 000
578;1146312001318;20.02.2014;11;05.09.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;31;24;;;;Ликвидировано (05.09.2022).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";140 126 000;138 124 000;;;;57 992 000;377 000;;;;3 719 000;37 000;;;;139 999 000;137 471 000;;;;
579;1207200002558;17.02.2020;5;07.05.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;37;146;138;60;;Ликвидировано (07.05.2024).;;231 069 000;1 149 990 000;1 386 192 000;;;74 747 000;115 611 000;176 090 000;;;72 655 000;99 832 000;141 704 000;;;230 842 000;1 137 244 000;1 370 528 000;;;
580;1156658039120;03.07.2015;10;24.01.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;47;18;;;;Ликвидировано (24.01.2022).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";50 884 000;27 215 000;;;;11 168 000;894 000;;;;10 197 000;321 000;;;;47 072 000;21 578 000;;;;
581;1112536003678;29.03.2011;14;18.10.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;25;25;18;1;;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (18.10.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";147 629 000;182 935 000;167 076 000;2 790 000;;40 583 000;30 804 000;10 677 000;4 286 000;;8 422 000;10 270 000;8 000;6 000;;145 126 000;178 520 000;164 368 000;;;
