№;Регистрационный номер;Дата регистрации;Возраст компании, лет;Дата ликвидации;Организационно-правовая форма;Форма собственности;2020, Среднесписочная численность работников;2021, Среднесписочная численность работников;2022, Среднесписочная численность работников;2023, Среднесписочная численность работников;2024, Среднесписочная численность работников;Важная информация;Реестры СПАРКа;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2024, Доходы, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2022, Активы  всего, RUB;2023, Активы  всего, RUB;2024, Активы  всего, RUB;2020, Совокупный долг, RUB;2021, Совокупный долг, RUB;2022, Совокупный долг, RUB;2023, Совокупный долг, RUB;2024, Совокупный долг, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2024, Выручка, RUB;2024, Чистая прибыль (убыток), RUB
66;1197456029836;09.07.2019;6;20.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;17;15;15;21;16;Ликвидировано (20.06.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр перевозчиков зерна""";51 280 000;55 456 000;63 752 000;104 673 000;83 814 000;9 588 000;7 280 000;4 975 000;137 065 000;1 257 000;9 705 000;8 618 000;8 252 000;147 878 000;4 193 000;50 888 000;54 848 000;63 720 000;104 654 000;70 761 000;-1 730 000
67;1195275053621;22.10.2019;5;06.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;;35;45;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (06.12.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";;;128 336 000;;;177 409 000;242 778 000;391 002 000;;;177 389 000;242 758 000;390 982 000;;;;;128 336 000;;;
68;1227700056187;08.02.2022;3;14.08.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;;14;30;27;Ликвидировано (14.08.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";;;67 365 000;63 180 000;56 995 000;;;26 554 000;40 502 000;54 015 000;;;6 156 000;15 790 000;21 668 000;;;67 357 000;63 180 000;56 995 000;7 635 000
69;1196313053573;24.06.2019;6;16.02.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;20;16;13;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (16.02.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""

Рисковый список:
""Финансовые компании с признаками нелегальной деятельности""";66 459 000;37 597 000;;;;6 307 000;12 427 000;;;;982 000;4 897 000;;;;65 974 000;37 597 000;;;;
70;1205200038812;29.09.2020;5;26.09.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;15;181;;;;Прекратило деятельность при присоединении (26.09.2022).;;813 948 000;9 305 644 000;;;;437 428 000;1 870 706 000;;;;433 725 000;1 692 421 000;;;;813 948 000;9 295 216 000;;;;
71;1207800132605;14.10.2020;5;24.01.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;1;15;17;11;9;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (24.01.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";3 346 000;177 744 000;82 070 000;108 575 000;;3 454 000;120 276 000;25 229 000;36 401 000;;1 856 000;9 610 000;1 785 000;6 258 000;;3 346 000;177 132 000;79 832 000;107 818 000;;
72;1096952024674;26.11.2009;15;07.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;23;24;27;21;6;Прекратило деятельность при присоединении (07.02.2025).;"""Получатели поддержки правительства Москвы"", ""Реестр операторов, осуществляющих обработку персональных данных""";232 605 000;324 751 000;173 752 000;193 096 000;;371 939 000;413 288 000;420 804 000;125 910 000;;239 250 000;225 264 000;241 351 000;9 902 000;;228 610 000;234 760 000;173 635 000;134 005 000;;
73;1137746673998;02.08.2013;12;14.08.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;1;28;34;36;31;Ликвидировано (14.08.2025).;;15 224 000;73 476 000;117 865 000;143 801 000;126 338 000;13 526 000;71 055 000;77 816 000;60 377 000;96 256 000;9 449 000;56 987 000;61 344 000;55 513 000;75 679 000;8 742 000;72 868 000;117 653 000;143 729 000;125 939 000;15 713 000
74;1187847038060;16.02.2018;7;26.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;2;31;31;35;;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных подпунктом «г» пункта 5 статьи 21.1 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (26.03.2025).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";2 648 000;275 000;312 842 000;279 541 000;;164 000;81 000;250 799 000;4 711 000;;465 000;310 000;74 157 000;;;2 575 000;275 000;308 069 000;279 541 000;;
75;1221600056017;20.07.2022;3;27.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;;1;67;92;Ликвидировано (27.06.2025).;;;;4 233 000;183 063 000;371 368 000;;;5 781 000;129 495 000;153 200 000;;;4 233 000;29 348 000;14 394 000;;;4 233 000;181 086 000;345 478 000;235 659 000
